车型-列车号,故障情况,处理情况
AC17A-0256,工作令号:龙均-2023-1-32 02056#023192 3#门EDCU门控坏,023192 3#门EDCU门控坏。龙-0007730 更换023192 3#门EDCU后开关门多次均正常。 新旧件厂方处理，备件为返修件 新件序列号：11215/0925 旧件序列号：10790 0914（服：5646705）
AC17A-0256,"工作令号：龙均-2023-1-32 023131,023201逃生门液压撑杆坏","023131,023201司机室逃生门液压撑杆坏。龙-0007732 更换4根液压撑杆后正常。 备件有北车提供回收。"
AC02-0202,工作令号:龙均-2023-2-3 02002#00162 10#门内指示灯(黄)损坏,00162 10#门内指示灯(黄)损坏。龙-0007779 更换00162 10#门内指示灯后正常。
AC17B-0278,工作令号:龙均-2023-2-38 02078#024571 司机室侧门门锁坏,024571 司机室侧门门锁坏。龙-0007797 更换024571 司机室侧门门锁后正常。 新旧件厂方处理。
AC17B-0277,"工作令号：龙均-2023-2-42 024531,024561司机室通道门解锁盖板坏","024531,024561司机室通道门解锁盖板坏。龙-0007857 更换解锁盖板后正常。 易损易耗。"
AC17B-0277,工作令号:龙均-2023-3-42 024531 024561 通道门门吸坏,024531 024561 通道门门吸坏。龙-0008002 更换通道门门吸后正常。 （新旧件北车提供回收）
AC02-0202,工作令号:龙均-2023-4-1 00162 客室8门大气缸消音器漏气,00162 客室8门大气缸消音器漏气。龙-0008050 更换大气缸消音器后恢复正常。 （新旧件北车提供回收）
AC17B-0278,工作令号:龙均-2023-4-35 024571 通道门拉手松脱,024571 通道门拉手松脱。龙-0008090 重新紧固后恢复正常。
AC17B-0277,工作令号:龙均-2023-4-36 02077#024531 司机侧门锁（左）坏,024531 司机侧门锁（左）坏。龙-0013530 更换门锁1个后车况正常。
AC08-0236,工作令号:龙均-2023-4-17 021531 021601 司机室通道门解锁盖板损坏,材料131905010塑料铲板133601989止轮器由生产一次性领出给班组使用。 021531 021601 司机室通道门解锁盖板损坏。龙-0013546 更换司机室通道门解锁盖板后检查正常。 易损易耗
AC02-0203,工作令号:龙均-2023-4-13 00241 客室9门钢丝绳断裂,00241 客室9门钢丝绳断裂。龙-0013594 更换钢丝绳1根后测试正常。 （新旧件北车提供回收）
AC17B-0277,工作令号:龙均-2023-5-41 024542 024552 车门无通讯,024542 024552 车门无通讯。龙-0013745 2车5门与1车9门互换EDCU后测试正常。 原2车5门 现1车9门：10660/0914 原1车9门 现2车5门：13472/1004
AC17B-0283,工作令号:龙均-2023-5-47 025433 客室8门EDCU死机,025433 客室8门EDCU死机。龙-0013816 更换EDCU后测试功能正常。 旧件序列号：21059/1827 新件序列号：20891/1813 因是新车，故不开服务请求
AC02-0203,工作令号:龙均-2023-5-13 00213 客室10门关门无缓冲,00213 客室10门关门无缓冲。龙-0013867 更换大气缸后测试正常。 （新旧件北车提供回收）
AC17B-0279,工作令号:二日-2022-8-1 2079#024611全车车门无法打开,2079#024611全车车门无法打开。 上车检查发现为车门模式开关在半自动位。重新转换至手动位后正常。 故障单号：北-2005778
AC08-0246,工作令号:二日-2022-8-7 2046#022353 4号车门故障,2046#022353 4号车门故障。 经检查EDCU坏，更换后开关门多次正常。 EDCU序列号：旧：124/0810（服：5406845）；新：341/0728（部：5406842） 备件由质保提供，坏件由质保收回。备件为返修件，无返修报告。 流水号：北-2005832（日检一班结）
AC08-0233,工作令号:二日-2022-8-8 海天下行ATO迫停,"021291海天下行ATO迫停 龙-0006801 读取故障为Dor B relay discordance Dor A relay discordance,更换车门继电器A B后静态测试正常"
AC02-0204,工作令号:二临-2022-8-18 02022-08-15 08:40 二号线虹桥火车站上行0204#车，虹桥火车站上行左侧第5节车厢第5扇车门故障，司机切除该扇车门。,回库查看车门已切除，恢复车门后，检查车门相关尺寸均正常，开关门测试正常，调取录像为乘客关门时冲门夹包，重新开关门二十次均正常，车况正常。
AC17B-0281,工作令号:二临-2022-8-19 02022-08-15 10:30 二号线唐镇站下行0281#车，下行左侧第六节第四扇车门故障无法关闭，将该扇车门切除。,025353 2B车门故障（龙-0006901） 回库检查下载故障为开门超时电机回路故障。检查为电机线圈电阻异常，更换电机后车门正常，开关门20次正常。 备件型号：12.2315.0301 厂家：上海法维莱交通车辆设备有限公司 备件为新件
02A05-02086,工作令号:二日-2022-8-16 2086#025562、025573、025592车门故障,2086#025562、025573、025592车门故障。 回库检查门控器插头、端子排与内侧切除指示灯接线正常，多次开关门试验正常。 流水号：北-2007108（日检一班结）
AC02-0216,工作令号:二日-2022-8-16 司机报下行有自动关门现象,司机报下行有自动关门现象 龙-0006913 正线上车检查正常，回库读取无相关故障，开关门多次正常
AC17B-0274,工作令号:二日-2022-8-20 2074#024441车6门门灯闪烁异常,故障报单号：川-0006455 上车检查正常，下载故障记录无异常，检查门灯插头未紧固，重新插紧后，测试正常。
AC02-0213,工作令号:二临-2022-08-36 02022-08-31 06:31 二号线远东大道站下行0213#车，下行第3节第1扇车门故障。,列车回库检查发现01033车1#门无法关闭是由于该门的内门槛与右门页底部间有异物卡滞，无法拉动切除，非车辆原因导致列车清客。检修人员取出异物后车门恢复正常，多次开关门正常，列车正常。
AC17B-0277,工作令号:二日-2022-9-1 2077#024542 8门无通讯,2077#024542 8门无通讯。 上车检查为EDCU坏，更换后开关门多次正常。 EDCU序列号：旧：12848/0950（服：5451625）；新：13977/1012（服：5451623） 备件由质保提供，坏件由质保收回。备件为返修件，无返修报告。 流水号：北-3000095（日检一班结）
AC08-0237,工作令号:二日-2022-9-1 2037#021611车7门故障,故障报单号：川-0006515 检查发现为门控器故障，更换门控器后开关门多次正常，列车正常。 备件为返修件由质保提供，坏件由质保收回。 EDCU：旧件为383/0728（服：5446367） 新件为688/0737
02A05-02105,工作令号:二日-2022-9-5 2105#027073车2门车门无法关闭,故障报单号：川-0006535 正线报车门有异物，取出后车门开关正常。回库上车下载故障，未发现相关故障代码，检查车门尺寸均正常，多次开关门正常。非车辆原因。
AC08-0233,工作令号:二日-2022-9-13 2033#021322车6门车门故障,2033#021322车6门车门故障。 上车检查EDCU接头有松动，重新紧固后开关门多次正常，车况正常。 流水号：北-3000155（日检一班结）
AC02-0208,工作令号:二日-2022-9-25 2008#01473车门故障切除,故障报单号：川-0006622 检查发现S1开关卡滞，更换S1开关后，开关门测试功能正常，列车正常。 备件为返修件由质保提供，坏件由质保收回。
AC02-0213,工作令号:二日-2022-10-10 2013#01011 1-1车门无法打开,2013#01011 1-1车门无法打开。 回库上车检查为门钩故障（门钩间隙过小），调整门钩间隙，开关门多次正常。 流水号：北-3000348（日检一班结）
AC17B-0285,工作令号:二日-2022-10-15 025502显示紧急拉手被拉下,025502显示紧急拉手被拉下 龙-0007228 上车检查发现门控器故障，更换后故障消失，反复开关门测试功能正常，车况正常。 序列号旧：20920/1815 序列号新：21093/1833 新件坏件厂方处理。 因是新车，故不开服务请求 该备件为新件，故不关联服务请求
AC02-0208,工作令号:二日-2022-10-30 2008#00522 9门车门故障,2008#00522 9门车门故障。 上车确认为9门大气缸坏，现已更换大气缸，开关门测试正常。 备件由质保提供，坏件由质保收回。备件为拆车件（拆于209#3车2门，架修日期：八月），有合格证。 流水号：北-3000468（日检一班结）
AC02-0213,工作令号:二临-2022-11-11 02022-11-07 07:08 二号线娄山关路站下行0213#车，左侧司机室侧门无法关闭。,回库检查发现门锁锁钩不复位，导致无法锁闭，调整拉杆行程后锁紧螺母，故障消失，多次开关门正常，列车正常。
AC17A-0264,工作令号:二日-2022-11-11 2064#023841车5门关闭故障,故障报单号：川-0006906 下载故障为DCS故障，检查为线排23、24端子松动，重新插紧后，测试车门状态正常，列车正常。
AC08-0235,工作令号:二日-2022-11-16 2035#021512车9门门灯常亮,故障报单号：川-0006934 检查发现为EDCU坏，更换后开关门20次车况正常。 备件为返修件由质保提供，坏件由质保收回。 EDCU：旧件为：935/0743（服：5544692），新件为：28/0750
AC17B-0280,工作令号:二日-2022-11-20 024672 9门显示无通讯,024672 9门显示无通讯（龙-0007455） 上车检查EDCU坏，更换后正常。开关门20次正常。库内静态测试正常。 序列号：旧：11216/0925（服：5550868） 新：12246/0942
AC17B-0278,工作令号:二日-2022-11-27 2078#024601#7门车门故障,2078#024601#7门车门故障 回库检查为7门EDCU坏，更换EDCU后，开关门多次均正常。 EDCU序列号：旧：10958/0925；新：13543/1005 备件由质保提供，坏件由质保回收。备件为返修件，有返修报告，有合格证。 故障单号：北-3000623（日一结）
AC02-0213,工作令号:二日-2022-12-1 2013#01011左侧司机室门无法关闭,故障报单号：川-0005065 上车调整拉杆螺母间隙，调整拉杆行程及紧固螺母后，故障消除，多次开关门正常，列车正常。
AC08-0245,工作令号:二日-2022-12-1 2045#022282 3号车门故障,2045#022282 3号车门故障 回库下载MPU故障发现为门控器轻微故障（Genral door failure）更换022282 3门门控器后故障修复，；两头开关门测试20次正常。 EDCU：旧：20670/2210（服：5576286） 新：20915/2231 （备件由质保提供，备件为新件，有合格证） 故障单号：北-3000650 北翟日四 新件无部件修工单
AC02-0216,工作令号:二日-2022-12-2 01702 7#车门故障,01702 7#车门故障（龙-0007497） 检查为车门大气缸坏，更换车门大气缸后正常，开关门数次正常。库内静态测试正常。
AC17A-0260,工作令号:二日-2022-12-10 2060#023521司机室通道门显示打开状态,故障报单号：川-0005119 调整感应器位置后，测试功能正常，列车正常。
AC17B-0281,工作令号:二日-2022-12-11 2081#024721#1号车门显示红色故障,"2081#024721#1号车门显示红色故障 回库读取故障记录为""Door Obstruction""（车门防夹），测试开关门多次，车门正常。 流水号：北-3000710（日一结）"
AC02-0207,工作令号:二日-2022-12-13 2007#00462车3门切除,故障报单号：川-0005133 上车检查发现关门速度较慢，重新调整关门速度后，多次开关门测试正常，列车正常。
AC02-0207,工作令号:二日-2022-12-13 2007#00431司机室通道门故障,故障报单号：川-0005136 更换门锁后测试正常。 备件名称：司机室通道门锁舌。 备件生产厂家：32.1350.11。备件来源：新件 。备件为新件由质保方北车提供，坏件交质保方北车处理。
AC02-0203,工作令号:二日-2022-12-15 2003#01322 1号车门故障（无法打开）,2003#01322 1号车门故障（无法打开） 回库检查车门门钩故障，更换后测试开关门正常。 备件由质保提供，坏件由质保收回。备件为新件，有合格证。 流水号：北-3000732（日检一班结）
AC17B-0277,工作令号:二日-2022-12-18 2077#024542、024552车门无通讯,故障报单号：川-0005159 上车检查开关门正常，故障显示2车空调一直跳故障，更换2车空调板卡后，车门通讯正常，空调故障消失，列车正常。 备件为返修件由质保提供，坏件由质保收回。
AC08-0239,工作令号:二日-2023-1-2 021782 5#车门故障,"021782 5#车门故障（龙-0007626） 上车检查为门控器故障，将021782,9#门门控器移至021782，5#门，将新门控器安装在021872,9#门处，开关门20次均正常，车况正常。 现239#021782 5门：20530/2207 239#021782 9门新件：646/0732 239#021782 9门旧件：20525/2207（服：5613226） 备件由返修报告。"
AC17B-0270,工作令号:二日-2023-1-3 2070#024281司机室右侧关门按钮卡滞,2070#024281司机室右侧关门按钮卡滞。 调整关门按钮，紧固后正常，开关数次车门均正常。 流水号：北-3000802（日检一班结）
AC08-0239,工作令号:二临-2023-01-04 02023-01-03 17:18 二号线华夏东路站下行0239#车，第2节第1扇车门故障。,2023-01-03 17:18 二号线华夏东路站下行0239#车，第2节第1扇车门故障。 回库读取故障无相关故障代码，上车检查021782车2门为DLSR（门右侧锁闭开关）故障，更换后开关门多次正常。 生产厂家：Faiveley 型号：XCKM1524919 备件由质保提供，坏件由质保收回。备件为新件，有合格证。 流水号：北-3000801（日检一班结） 注：故障影响实际为：掉线。
AC17A-0269,工作令号:二日-2023-1-14 024241 右侧全列车门无法打开,024241 右侧全列车门无法打开（龙-0007677） 回库检查为DOR2-B继电器坏，更换DOR2-B继电器后开关门正常。库内静态测试正常。
AC02-0208,工作令号:二日-2023-1-14 00541 5#车门故障无法关闭,00541 5#车门故障无法关闭 （龙-0007678） 回库检查为车门驱动气缸坏，更换车门驱动气缸后开关门正常。库内静态测试正常。
02A05-02110,工作令号:二日-2023-1-15 2110#027473 4门显示左侧障碍物检测，关门灯亮,2110#027473 4门显示左侧障碍物检测，关门灯亮。 回库检查，开关门多次均正常，车况正常。 流水号：北-3000857（日检一班结）
02A05-02116,工作令号:二日-2023-1-18 2116#028001司机室通道门无法关上,故障报单号：川-0005280 重新调整锁舌后，多次开关通道门测试正常，列车正常。
02A05-02108,工作令号:二日-2023-1-27 2108#027333 1门车门轻级故障,2108#027333 1门车门轻级故障。 回库下载门控器数据无故障，车门检查无异常，开关门正常。 流水号：北-3000920（日检一班结）
